p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.90797751496763e-08	0.0817803830166033	0.424	0.316	0.000570167151359703	pLOF	DDX39B
2.94904301238821e-08	0.0786232710008299	0.469	0.348	0.000578218863438957	pLOF	IL16
2.97719844525182e-08	0.0623233825629845	0.525	0.43	0.000583739299160524	pLOF	SKP1
2.99212628610116e-08	0.062930056678935	0.702	0.624	0.000586666200915855	pLOF	RND3
3.01153189030495e-08	0.112443309703443	0.275	0.181	0.000590471057732091	pLOF	RP5-874C20.8
3.11260798342999e-08	0.0552903680294259	0.544	0.451	0.000610289047311119	pLOF	HNRNPA3
3.12883648162192e-08	0.0673254946167051	0.433	0.321	0.000613470968951609	pLOF	ARMC1
3.18792853605134e-08	0.0563196904138361	0.701	0.611	0.000625057148063585	pLOF	LNX2
3.20027450663387e-08	0.0856611983511963	0.476	0.368	0.000627477822515703	pLOF	RP11-211G3.2
3.32454051565013e-08	0.0724814214193042	0.48	0.374	0.000651842658903521	pLOF	NFKBIE
3.36412870438506e-08	0.0995088250001589	0.205	0.13	0.000659604715068779	pLOF	EXOSC9
3.43936126803325e-08	0.0781544758470433	0.564	0.454	0.000674355563823279	pLOF	ZBED5
3.47012168719475e-08	0.0819549575568	0.306	0.212	0.000680386759208274	pLOF	ATP2B3
3.49723498519366e-08	0.058847000487338	0.623	0.537	0.000685702863546921	pLOF	BOLA1
3.52608202702132e-08	0.0569509875837194	0.549	0.441	0.00069135890303807	pLOF	ZNF140
3.54534080664628e-08	0.0696878067563941	0.491	0.383	0.000695134971959136	pLOF	VKORC1
3.55405737208669e-08	0.0672270396646246	0.421	0.322	0.000696844028945037	pLOF	SPCS3
3.55906074421506e-08	0.0721688970804076	0.426	0.334	0.000697825040118246	pLOF	C4orf50
3.58441803775396e-08	0.0682149249977251	0.669	0.573	0.000702796844662419	pLOF	CD2AP
3.65653224312164e-08	0.0806699714600737	0.247	0.167	0.000716936276908859	pLOF	PET100
3.69949431206707e-08	0.0529050322237469	0.642	0.548	0.000725359849766991	pLOF	GTPBP2
3.84548746123377e-08	0.0858598333947545	0.533	0.41	0.000753984726524105	pLOF	XPO4
3.85495857074068e-08	0.076335370416359	0.401	0.291	0.000755841726965126	pLOF	MRPL4
3.88309290384749e-08	0.0880089376007381	0.302	0.204	0.000761358025657377	pLOF	LRRC47
3.92834678774966e-08	0.0956072250270901	0.159	0.098	0.000770230954674075	pLOF	CPA4
3.94192160314889e-08	0.053746586578484	0.535	0.43	0.000772892568729402	pLOF	ORAI2
3.94459973046417e-08	0.0908641304182207	0.422	0.315	0.000773417669152111	pLOF	WDR75
4.05796216212797e-08	0.0852762585085456	0.085	0.048	0.000795644641128431	pLOF	CH17-140K24.5
4.19684179763332e-08	0.0659550540686724	0.554	0.46	0.000822874771261965	pLOF	TAB3
4.22117638783622e-08	0.0846564589048773	0.302	0.208	0.000827646054363048	pLOF	MICU3
4.30045315728652e-08	0.0833605356247471	0.32	0.22	0.000843189850549167	pLOF	C16orf86
4.41739195926898e-08	0.0590730395602961	0.595	0.514	0.000866118041453869	pLOF	FAM213A
4.55037568910122e-08	0.109113201886252	0.31	0.215	0.000892192161362077	pLOF	FUT6
4.68107287321986e-08	0.0739257484826364	0.585	0.478	0.000917817958252217	pLOF	ELOVL5
4.6965746162744e-08	0.0840707623111695	0.073	0.041	0.000920857385012921	pLOF	KRT36
4.69958368937372e-08	0.0894487929809553	0.325	0.224	0.000921447373975505	pLOF	LEXM
4.7134315368993e-08	0.0913854948886837	0.278	0.191	0.000924162521439845	pLOF	PHKG1
4.88514456105138e-08	0.0994768834176265	0.266	0.179	0.000957830294085343	pLOF	TRIM31
4.90382530161476e-08	0.0614225039901494	0.539	0.44	0.000961493026887606	pLOF	GPAT4
5.01628682233158e-08	0.0596095591755688	0.609	0.507	0.000983543357254553	pLOF	NCK1
5.03533809558787e-08	0.0789545066212946	0.358	0.258	0.000987278740401913	pLOF	TMEM184C
5.0400304863264e-08	0.0920389462556912	0.169	0.102	0.000988198777454017	pLOF	ICAM5
5.12961066486624e-08	0.070724820766873	0.716	0.635	0.00100576276306032	pLOF	EPB41L3
5.29911524218268e-08	0.0779408004851372	0.177	0.126	0.00103899752553476	pLOF	PLAT
5.39461979970805e-08	0.0676755699930383	0.472	0.371	0.00105772310412876	pLOF	GLUL
5.44330384026469e-08	0.0621321219264346	0.38	0.266	0.0010672685839607	pLOF	MYO1G
5.50066516214474e-08	0.0619861304913677	0.588	0.49	0.00107851541834172	pLOF	TTI1
5.60692977765103e-08	0.0685366302380535	0.488	0.379	0.00109935072150404	pLOF	EIF4E
5.82335783852603e-08	0.0557889656601289	0.614	0.524	0.0011417857713998	pLOF	GGPS1
5.8800932996317e-08	0.0724854225925874	0.389	0.289	0.00115290989325879	pLOF	ZNF414
5.91553671476478e-08	0.0672771093976124	0.48	0.377	0.00115985928366393	pLOF	CDS1
5.92623598322479e-08	0.072142040718265	0.536	0.43	0.00116195708923088	pLOF	ZNF236
6.01501837977303e-08	0.0620235189364394	0.576	0.479	0.0011793646537221	pLOF	RHOQ
6.15296578513742e-08	0.0950937332372791	0.223	0.152	0.00120641200149189	pLOF	IL21R
6.15893832662193e-08	0.0816593625755778	0.42	0.307	0.00120758303770076	pLOF	PRR3
6.19097416528125e-08	0.0763957230233902	0.271	0.206	0.00121386430458669	pLOF	RP11-310N16.1
6.22049460075831e-08	0.0528086656609164	0.447	0.355	0.00121965237637068	pLOF	TMCO6
6.23115069054375e-08	0.0579164754859723	0.393	0.302	0.00122174171589491	pLOF	C3orf52
6.35633755952374e-08	0.107499506166418	0.289	0.189	0.00124628710529582	pLOF	TTC30A
6.56557342349951e-08	0.0788360559530813	0.429	0.323	0.00128731198114555	pLOF	C21orf59
6.60364168295364e-08	0.0740179655827944	0.452	0.344	0.00129477602477672	pLOF	NME3
6.71227261801279e-08	0.0592430424614082	0.497	0.387	0.00131607529221377	pLOF	LSS
6.72142800838113e-08	0.131652784431127	0.321	0.207	0.00131787038960329	pLOF	CYP4F11
6.91806304562948e-08	0.0924601218888218	0.418	0.31	0.00135642462135657	pLOF	ARPP19
6.93659339226698e-08	0.107767900866898	0.082	0.043	0.00136005786642179	pLOF	C2orf78
7.12613092752688e-08	0.0705962460233346	0.508	0.398	0.0013972204909602	pLOF	RNF126
7.1613263063833e-08	0.0673322787715233	0.489	0.38	0.00140412124889257	pLOF	RCC1
7.16932827535595e-08	0.0878679296437574	0.196	0.124	0.00140569019494904	pLOF	RPL11
7.24143474532276e-08	0.124951286530176	0.154	0.092	0.00141982811051543	pLOF	TMCO5A
7.30812281803133e-08	0.077920540476192	0.529	0.421	0.0014329036409314	pLOF	PRKAR1A
7.36034484449122e-08	0.120117513440682	0.298	0.187	0.00144314281365939	pLOF	LBP
7.70179006012333e-08	0.0576055242170468	0.503	0.413	0.00151008997708838	pLOF	HMCN2
7.86761841172109e-08	0.0737451091381167	0.468	0.361	0.00154260394198615	pLOF	GINM1
7.8850376161362e-08	0.0961773671826588	0.217	0.129	0.00154601932539582	pLOF	TIGD7
7.96715324696097e-08	0.0794587061163799	0.431	0.326	0.00156211973713164	pLOF	HMGN4
8.05409374984162e-08	0.0532443127309478	0.54	0.444	0.00157916616153145	pLOF	IL4R
8.25578174774183e-08	0.0791979535981965	0.485	0.378	0.00161871112727974	pLOF	ADAR
8.41394459737846e-08	0.0584371569058004	0.568	0.467	0.00164972211720799	pLOF	MYLIP
8.64064809520125e-08	0.0890354471703839	0.419	0.311	0.00169417187202611	pLOF	GATA6
8.66328835398706e-08	0.0519702763683448	0.537	0.437	0.00169861094756624	pLOF	SOCS3
8.68146983812059e-08	0.0831662523261176	0.257	0.189	0.0017021757911603	pLOF	CHRNA4
9.03126594502089e-08	0.0592379560627486	0.619	0.54	0.00177076031384025	pLOF	PFKFB2
9.20420928514175e-08	0.051539107520969	0.572	0.464	0.00180466931453774	pLOF	ITPKB
9.36025511377584e-08	0.0660647995090194	0.615	0.509	0.00183526522015803	pLOF	SH3D19
9.4033373844676e-08	0.0874386191931982	0.322	0.223	0.00184371236097256	pLOF	NUP54
9.49341781157287e-08	0.0845932666300723	0.416	0.301	0.00186137443031509	pLOF	KPNA6
9.92844892832399e-08	0.0700243363573729	0.606	0.51	0.00194667098137648	pLOF	POLD4
1.01316978790801e-07	0.0640803173832259	0.468	0.365	0.00198652200315124	pLOF	TMEM63B
1.02253939368868e-07	0.0795493553681781	0.428	0.324	0.00200489298920539	pLOF	GLYATL2
1.02502299328054e-07	0.111116020793861	0.275	0.182	0.00200976258292515	pLOF	ABRACL
1.04741599948967e-07	0.0571671501774359	0.616	0.533	0.00205366855019939	pLOF	RP4-559A3.7
1.08083611689097e-07	0.0775476298040467	0.374	0.269	0.00211919537438812	pLOF	UQCC2
1.0829331153549e-07	0.0982402816896891	0.271	0.181	0.00212330695927636	pLOF	AADAT
1.09347455413163e-07	0.0694179583611162	0.426	0.324	0.00214397555828588	pLOF	VPS37A
1.09437104576244e-07	0.0960167101109876	0.279	0.19	0.00214573330942641	pLOF	PPP1R1A
1.14650013386495e-07	0.0577854193528503	0.456	0.359	0.00224794281246901	pLOF	QTRT2
1.14669638393886e-07	0.0625684316702164	0.696	0.631	0.00224832759998892	pLOF	GPR137B
1.17288283794467e-07	0.085811963671837	0.232	0.15	0.00229967138035812	pLOF	SNIP1
1.18188921166205e-07	0.0646305345428733	0.463	0.358	0.00231733017730579	pLOF	NIPAL3
1.18319763240914e-07	0.134221288577012	0.178	0.103	0.0023198955978646	pLOF	TMEM174
1.19690889141996e-07	0.0569671892405236	0.455	0.349	0.00234677926340711	pLOF	BAK1
1.24839972912558e-07	0.0785728267999163	0.572	0.462	0.00244773734889653	pLOF	GNB5
1.26747180592283e-07	0.0827791481186502	0.357	0.261	0.00248513196987288	pLOF	GABARAPL2
1.29991379302007e-07	0.068159144572677	0.514	0.416	0.00254874097397445	pLOF	AHSA2
1.30279493829984e-07	0.092291187406755	0.117	0.066	0.0025543900355245	pLOF	CLDN19
1.33499422819255e-07	0.0608872979906145	0.467	0.363	0.00261752318321714	pLOF	UBE2I
1.33731065497528e-07	0.059656189869271	0.477	0.388	0.00262206500121004	pLOF	ITGAE
1.35480637870568e-07	0.0738132589402243	0.489	0.387	0.00265636886672822	pLOF	MED14
1.37943808901587e-07	0.0987407445203021	0.374	0.263	0.00270466426113343	pLOF	FOXC1
1.44040580920076e-07	0.0615039854861651	0.636	0.546	0.00282420367009993	pLOF	RBP5
1.54629744354793e-07	0.0805167790081684	0.333	0.241	0.00303182539756443	pLOF	HSBP1
1.59295838400676e-07	0.0949300996739431	0.129	0.074	0.00312331350352205	pLOF	HES3
1.59522507545455e-07	0.0628663013097802	0.57	0.47	0.00312775780544375	pLOF	NAP1L4
1.60595095077989e-07	0.0559182637137635	0.517	0.42	0.00314878802919413	pLOF	WFIKKN1
1.60744579392439e-07	0.0814123151026021	0.347	0.253	0.00315171896814756	pLOF	BORCS7
1.60753431783545e-07	0.0754156234047519	0.443	0.333	0.00315189253697997	pLOF	RP11-598P20.5
1.61348816319968e-07	0.0860107816334178	0.339	0.238	0.00316356624158561	pLOF	ZNF527
1.62829933553951e-07	0.0700138060960578	0.437	0.338	0.00319260650719232	pLOF	SOD1
1.63551489996493e-07	0.087793498956952	0.41	0.301	0.00320675406436125	pLOF	VPS72
1.66369063429e-07	0.0649107255741743	0.103	0.079	0.0032619982266524	pLOF	RPRM
1.67561546625882e-07	0.0540121933488437	0.584	0.492	0.00328537924469366	pLOF	AC013461.1
1.70736552858133e-07	0.0630148387244112	0.729	0.642	0.00334763159188941	pLOF	NCKAP1
1.71097565058485e-07	0.0518810146098422	0.788	0.722	0.00335470995810171	pLOF	EPHA7
1.71869459937642e-07	0.0710027957119947	0.564	0.462	0.00336984450099735	pLOF	PAK2
1.74378268106801e-07	0.0710366792760759	0.361	0.272	0.00341903470277004	pLOF	RP4-613B23.5
1.7594405107702e-07	0.0588438991186455	0.556	0.463	0.00344973500946713	pLOF	OGG1
1.81461196665328e-07	0.0637059364232711	0.503	0.393	0.00355790968301708	pLOF	XRN1
1.82152111270666e-07	0.0723803480249577	0.535	0.431	0.00357145644568394	pLOF	WTAP
1.84777297342086e-07	0.0556774234064226	0.599	0.503	0.00362292846898628	pLOF	USPL1
1.86854598510047e-07	0.0603497637750901	0.466	0.369	0.0036636581129865	pLOF	TMX2
1.8686582673361e-07	0.0603699166899622	0.496	0.395	0.0036638782647659	pLOF	FAAH
2.032254163428e-07	0.0738412055254552	0.428	0.321	0.00398464073823328	pLOF	MRPL55
2.03498042828727e-07	0.0595537210047623	0.548	0.463	0.00398998612574284	pLOF	NPTN
2.10124945583067e-07	0.0736644028265194	0.52	0.417	0.00411991980804719	pLOF	ATG13
2.21495605748021e-07	0.081017669478662	0.45	0.34	0.00434286434190144	pLOF	NTPCR
2.29335475632619e-07	0.0670735118514051	0.409	0.309	0.00449658067072877	pLOF	CTD-3214H19.4
2.32780316193884e-07	0.0729328074491106	0.668	0.567	0.00456412365961349	pLOF	UXS1
2.39594453385501e-07	0.0658313776364582	0.491	0.386	0.00469772844752951	pLOF	C1orf43
2.42218072506663e-07	0.0584420592885945	0.513	0.41	0.00474916974763815	pLOF	MECP2
2.49199978363118e-07	0.0871180186786042	0.298	0.201	0.00488606397576565	pLOF	SEPT5
2.51851411002115e-07	0.0810520061189836	0.334	0.233	0.00493805061551847	pLOF	TP53TG5
2.55374860660662e-07	0.0655533397949363	0.615	0.521	0.0050071348929736	pLOF	SH2D6
2.59216155756213e-07	0.102644408802087	0.302	0.201	0.00508245116591207	pLOF	COA6
2.62716348805637e-07	0.0840641486719219	0.421	0.32	0.00515107945103213	pLOF	WDR73
2.64510181927897e-07	0.0985982963477312	0.182	0.112	0.00518625113706028	pLOF	UBL5
2.68180785425236e-07	0.0723810262749665	0.443	0.342	0.00525822065983261	pLOF	AF011889.5
2.76615723501547e-07	0.0890466535560961	0.433	0.322	0.00542360449069483	pLOF	ZNF585B
2.7811185379771e-07	0.0891883161877559	0.199	0.125	0.0054529391174117	pLOF	ZNF596
2.81392863093964e-07	0.070925168239406	0.652	0.551	0.00551726986668336	pLOF	RB1
2.82232369439905e-07	0.0695936281391979	0.38	0.28	0.00553373006760823	pLOF	MRPL37
2.88110852494801e-07	0.0545772853474135	0.618	0.522	0.00564898948486557	pLOF	RP11-106M3.5
2.94301115540563e-07	0.105083398611387	0.151	0.088	0.00577036197240382	pLOF	FOXR2
2.94767347746213e-07	0.0764308862428283	0.404	0.302	0.00577950338726	pLOF	DHPS
2.95919785714747e-07	0.0507097756608503	0.635	0.549	0.00580209923850905	pLOF	TLN1
2.99419662998341e-07	0.0650737038803372	0.75	0.658	0.00587072133240847	pLOF	TRIM44
3.00705085133907e-07	0.0974136724297289	0.111	0.063	0.00589592460422052	pLOF	FBXO31.1
3.01635504259818e-07	0.085665979353398	0.385	0.283	0.00591416733202225	pLOF	FLOT2
3.0482052619914e-07	0.0654633182924548	0.466	0.366	0.00597661605718654	pLOF	HINT2
3.07030191570813e-07	0.0767510220565591	0.512	0.408	0.00601994096612892	pLOF	HS3ST1
3.31015542131773e-07	0.0722031613164897	0.382	0.284	0.00649022173457768	pLOF	DYNLL2
3.39745562776334e-07	0.0856790372401945	0.29	0.202	0.00666139124935557	pLOF	WDR46
3.45202744867888e-07	0.0603665673017706	0.556	0.461	0.00676839021862469	pLOF	SLC30A1
3.47665886157659e-07	0.0670118745705589	0.62	0.522	0.00681668502989323	pLOF	PEPD
3.55917218900546e-07	0.0792679969748827	0.496	0.392	0.00697846891098301	pLOF	TYMS
3.57032612128754e-07	0.105141124468835	0.255	0.16	0.00700033842600847	pLOF	CTHRC1
3.72165860784557e-07	0.0943329476322085	0.253	0.166	0.00729705603240281	pLOF	GPN2
3.75040713350735e-07	0.0673806164654219	0.484	0.392	0.00735342326666786	pLOF	NCBP3
3.76445429191411e-07	0.0921414183182396	0.205	0.125	0.00738096553015599	pLOF	MAPK8IP2
3.81253676374699e-07	0.0517826933546502	0.446	0.347	0.00747524083267873	pLOF	SDHB
3.81426134883324e-07	0.0737591755806103	0.503	0.396	0.00747862222665733	pLOF	TMEM238
3.85936019980365e-07	0.0741102930509595	0.42	0.321	0.00756704754375503	pLOF	IDS
3.86876894212902e-07	0.0753475648644255	0.301	0.216	0.00758549526483236	pLOF	MPP2
3.94544353691878e-07	0.0718887270189906	0.514	0.41	0.00773583114283664	pLOF	BLOC1S5
4.03551407575537e-07	0.0969496228012314	0.228	0.152	0.00791243244833355	pLOF	PIGZ
4.05809361435168e-07	0.0638998649190854	0.531	0.424	0.00795670414965935	pLOF	CEP63
4.21484290977881e-07	0.0673108425420372	0.388	0.284	0.00826404249320331	pLOF	ELOVL1
4.23774208680696e-07	0.0905947102119463	0.305	0.212	0.0083089409096024	pLOF	ZNF226
4.27569055393356e-07	0.0897045197410714	0.279	0.19	0.00838334646909753	pLOF	TRAPPC2B
4.31695249648138e-07	0.0543837893886536	0.534	0.45	0.00846424875985103	pLOF	ZNF248
4.33383153919943e-07	0.0725566016255054	0.521	0.415	0.00849734349890833	pLOF	YWHAH
4.34029985592062e-07	0.0995248424104721	0.118	0.07	0.00851002592750357	pLOF	CAPN6
4.38598160288106e-07	0.0757255759276702	0.332	0.236	0.00859959412876889	pLOF	TCIRG1
4.40752421115656e-07	0.0548206792234894	0.504	0.403	0.00864183272081466	pLOF	YIF1B
4.53305063967636e-07	0.0628007337969171	0.389	0.293	0.00888795238921344	pLOF	TIGD4
4.57083454934094e-07	0.0510647122259874	0.612	0.529	0.00896203530089279	pLOF	IL1RL2
4.59078520960452e-07	0.093203800674664	0.203	0.13	0.00900115256047159	pLOF	ADRA2B
4.65980361521549e-07	0.0603859893895868	0.661	0.579	0.00913647694835301	pLOF	USP31
4.67410906725745e-07	0.0722936899968326	0.479	0.371	0.00916452564817167	pLOF	GNL1
4.70125276180963e-07	0.0956988043454438	0.217	0.141	0.00921774629008013	pLOF	TMEM132A
4.79976819734622e-07	0.0613327434346932	0.447	0.352	0.00941090550453674	pLOF	SDCBP2
4.8740910473998e-07	0.073721557843922	0.445	0.336	0.00955663031663678	pLOF	FNTA
4.97644357638333e-07	0.0570044351476005	0.704	0.662	0.0097573129202148	pLOF	NPR3
5.29930206675263e-07	0.055841351437943	0.662	0.571	0.0103903415622819	pLOF	ALKBH5
5.31539298644865e-07	0.075679222013344	0.559	0.453	0.0104218910285299	pLOF	PIGN
5.34888004249375e-07	0.0519273259094847	0.623	0.534	0.0104875490993175	pLOF	FUZ
5.38525530122076e-07	0.0947223792607119	0.218	0.139	0.0105588700691035	pLOF	MOCS3
5.61445426128156e-07	0.11368382165077	0.125	0.068	0.0110082604700948	pLOF	ZP4
5.73486045223368e-07	0.0762871804461243	0.44	0.344	0.0112443408886946	pLOF	TIA1
5.74951909255695e-07	0.0796740019736852	0.304	0.216	0.0112730820847764	pLOF	CDCA5
5.98281011331996e-07	0.0510498007021024	0.517	0.42	0.0117304957891864	pLOF	ZNF654
6.08733430406489e-07	0.0799314471244936	0.385	0.277	0.01193543636998	pLOF	RRNAD1
6.11037772538678e-07	0.0692093021700229	0.395	0.304	0.0119806176061659	pLOF	PHAX
6.19913890584675e-07	0.0556157326975227	0.441	0.346	0.0121546516526937	pLOF	ZMPSTE24
6.31303619276292e-07	0.0590654630770959	0.518	0.42	0.0123779700631503	pLOF	SMTNL2
6.52778469858577e-07	0.0936931108719692	0.312	0.213	0.0127990274585171	pLOF	ABCE1
6.78559123816687e-07	0.0717992691048583	0.467	0.364	0.0133045087406738	pLOF	CD276
6.84691332309453e-07	0.0602027347781461	0.553	0.453	0.0134247429525915	pLOF	PPP1R15A
6.87220448700834e-07	0.0854962521420475	0.057	0.029	0.0134743313376772	pLOF	GPR6
6.9889032113989e-07	0.100045501371883	0.243	0.157	0.0137031425265898	pLOF	JTB
7.31022719484103e-07	0.0579762445603664	0.541	0.444	0.0143331624609248	pLOF	PIK3R3
7.31738667064686e-07	0.0782177409405262	0.279	0.193	0.0143472000451373	pLOF	GPNMB
7.43475241695746e-07	0.0831033085004009	0.158	0.103	0.0145773190639285	pLOF	RP11-565P22.6
7.472079030792e-07	0.0517639119540038	0.496	0.394	0.0146505053556739	pLOF	FAM76A
7.54673869445073e-07	0.102623997467684	0.38	0.28	0.0147968905582095	pLOF	AC008074.1
7.66018145255105e-07	0.0881129958771109	0.385	0.274	0.0150193177740168	pLOF	LYSMD1
7.72974100038854e-07	0.105130594501368	0.158	0.091	0.0151557031794618	pLOF	CPSF4L
7.93247434437397e-07	0.0660553292451644	0.522	0.41	0.015553202447014	pLOF	ARHGAP4
7.95220385328767e-07	0.079302135769976	0.475	0.373	0.0155918860951411	pLOF	FAM83G
7.95348283373014e-07	0.0522640306156139	0.761	0.674	0.0155943937920947	pLOF	FBXL5
8.04066840243028e-07	0.0508990569687316	0.627	0.531	0.0157653385366451	pLOF	MAD2L1BP
8.17694206895863e-07	0.079343347125897	0.34	0.241	0.0160325303146072	pLOF	RP4-635E18.9
8.21767004367214e-07	0.0763602249239531	0.505	0.401	0.016112385654628	pLOF	HADH
8.2653198673429e-07	0.0787934321159598	0.284	0.191	0.0162058126638992	pLOF	IFI6
8.27374336151509e-07	0.0878884611865799	0.118	0.072	0.0162223286089226	pLOF	OLIG1
8.30276396565726e-07	0.0904518087393598	0.327	0.228	0.0162792293074642	pLOF	TFPT
8.34104558703349e-07	0.0584371810684547	0.365	0.269	0.0163542880824966	pLOF	AKIRIN1
8.35456088866417e-07	0.0586418972276191	0.332	0.263	0.0163807875344038	pLOF	TRPM2
8.4492986686281e-07	0.0752692067809866	0.182	0.116	0.0165665398995791	pLOF	SLC6A20
8.59280977176669e-07	0.0564760339131353	0.602	0.506	0.016847922119503	pLOF	TSC22D2
8.64171931689208e-07	0.0794895414042543	0.068	0.038	0.0169438190646303	pLOF	C6orf15
8.99569553213326e-07	0.0954822245697241	0.17	0.107	0.0176378602298537	pLOF	CCDC74A
9.13147513191244e-07	0.0698447823068992	0.394	0.294	0.0179040832911407	pLOF	RNF7
9.28634067456217e-07	0.0708451851101579	0.436	0.339	0.0182077281606141	pLOF	GSTM4
9.69340435181593e-07	0.11103710260215	0.274	0.179	0.0190058579126055	pLOF	CKMT2
9.8437016914289e-07	0.0730339411886473	0.426	0.324	0.0193005459063846	pLOF	ANAPC13
9.84945354906416e-07	0.0649127138319957	0.638	0.559	0.0193118235736501	pLOF	KCTD3
9.92891544355349e-07	0.0669771125743939	0.421	0.319	0.0194676245101753	pLOF	RBM38
9.94826119916352e-07	0.0870868379943339	0.07	0.037	0.0195055557331999	pLOF	NEUROG2
1.00492641529821e-06	0.0557888597464145	0.647	0.555	0.0197035922247521	pLOF	CASP8
1.02508498516768e-06	0.0884129974052229	0.158	0.103	0.0200988413041827	pLOF	GREM1
1.05469556743355e-06	0.0772371161471527	0.428	0.318	0.0206794159906697	pLOF	YY1AP1
1.06367698636657e-06	0.0944618663293363	0.432	0.32	0.0208555146716893	pLOF	RCBTB1
1.09059390022511e-06	0.0838912343598675	0.259	0.17	0.0213832746017137	pLOF	MXRA8
1.09436745389687e-06	0.0884420320508338	0.323	0.226	0.021457262668556	pLOF	TRIM10
1.10788179921969e-06	0.0617603284616095	0.567	0.48	0.0217222384373005	pLOF	TRPC7
1.1197243512859e-06	0.0617334786371458	0.556	0.457	0.0219544353556626	pLOF	BFAR
1.13896962251891e-06	0.0705239949209376	0.491	0.388	0.0223317773887283	pLOF	SOCS1
1.15147310178901e-06	0.0621446203988752	0.269	0.178	0.0225769331067771	pLOF	PRKCG
1.17303972362171e-06	0.0926990126259948	0.203	0.127	0.0229997898610509	pLOF	PIGY
1.18171497052832e-06	0.0696332800109397	0.514	0.44	0.0231698854271487	pLOF	SLC25A48
1.20088885821975e-06	0.0906041143664678	0.327	0.224	0.0235458278431146	pLOF	APH1A
1.22706605770043e-06	0.0577350166577698	0.496	0.397	0.0240590841933323	pLOF	DDI2
1.23578099922734e-06	0.0867970350801079	0.253	0.172	0.0242299580518504	pLOF	STOML2
1.24199625891149e-06	0.0605116285458372	0.566	0.462	0.0243518206484775	pLOF	TBC1D9
1.24518580512588e-06	0.113169361970366	0.25	0.156	0.0244143580811032	pLOF	NBPF12
1.27209038287123e-06	0.0873879752916498	0.332	0.232	0.0249418761369563	pLOF	SNAPIN
1.29605971064942e-06	0.0612664952524946	0.427	0.342	0.0254118427467033	pLOF	LMAN1
1.29781525018127e-06	0.0661258632534845	0.339	0.247	0.0254462636103042	pLOF	CFAP74
1.31414183193126e-06	0.072302588222533	0.264	0.193	0.0257663788986761	pLOF	ZMAT2
1.31782729403386e-06	0.0794423920215863	0.222	0.162	0.0258386397541218	pLOF	MYH13
1.33381032150968e-06	0.0611732946992689	0.458	0.361	0.0261520189738403	pLOF	HIRIP3
1.34268777956386e-06	0.0590534689094797	0.335	0.246	0.0263260792939086	pLOF	SYN1
1.35583644324517e-06	0.0998644966955483	0.314	0.22	0.0265838851427081	pLOF	CAPN3
1.3696547163649e-06	0.0906753864283764	0.213	0.144	0.0268548200237667	pLOF	ZNF528
1.36989404661172e-06	0.080450512012344	0.28	0.189	0.0268595125719159	pLOF	GFAP
1.38275700128659e-06	0.0524553637983082	0.795	0.736	0.0271117165242261	pLOF	ERI2
1.38337813944162e-06	0.0768742156874807	0.198	0.13	0.0271238951800319	pLOF	TLCD2
1.42366605984293e-06	0.0953066651301673	0.064	0.03	0.0279138204353404	pLOF	NPIPB8
1.48752918517096e-06	0.0520319900983126	0.674	0.59	0.029165984733647	pLOF	MAPK8
1.49744850332385e-06	0.0835859659698842	0.168	0.106	0.0293604728046707	pLOF	FAM43A
1.52529725784784e-06	0.082420190906249	0.112	0.069	0.0299065033346227	pLOF	CCDC74B
1.5291186985383e-06	0.0759965199397215	0.438	0.347	0.0299814303222405	pLOF	MRPL43
1.54866761217486e-06	0.0754044854303418	0.398	0.295	0.0303647258719125	pLOF	PFDN6
1.58286852826477e-06	0.0626937895425602	0.489	0.386	0.0310353032336873	pLOF	MRPS23
1.60674262259694e-06	0.107397222050653	0.278	0.182	0.0315034026012582	pLOF	MAP1LC3C
1.62055831676503e-06	0.0522345322729555	0.544	0.443	0.0317742869168119	pLOF	CAP1
1.62229951724606e-06	0.0569389786857591	0.714	0.621	0.0318084266346434	pLOF	PPP4R3B
1.62461637124817e-06	0.069149053115702	0.293	0.214	0.031853853191063	pLOF	ATP13A2
1.63744793012206e-06	0.0638594860251349	0.474	0.377	0.0321054415659033	pLOF	DPCD
1.65214997697282e-06	0.100560660100841	0.096	0.053	0.032393704598506	pLOF	KRT2
1.67692843295643e-06	0.0614089003967237	0.464	0.361	0.0328795357849767	pLOF	BTF3L4
1.67908755317215e-06	0.0559562825712054	0.374	0.286	0.0329218696550464	pLOF	CXCL13
1.6909112821102e-06	0.0865376580288622	0.362	0.254	0.0331536975083348	pLOF	C1orf54
1.76815496919146e-06	0.0837816584349889	0.299	0.205	0.0346682144809369	pLOF	PINK1
1.83534292855816e-06	0.0729723114349649	0.44	0.332	0.0359855688002399	pLOF	ZGPAT
1.85467876250458e-06	0.0746587270698956	0.333	0.237	0.0363646864964273	pLOF	ENKD1
1.86584320757213e-06	0.0512859081042077	0.69	0.596	0.0365835877708668	pLOF	FHL2
1.87573048838602e-06	0.0714899089571729	0.357	0.259	0.0367774476857847	pLOF	TXLNA
1.96173085605264e-06	0.0502401563692895	0.588	0.498	0.0384636568946241	pLOF	MYH10
2.01734661545656e-06	0.0810533369729476	0.407	0.298	0.0395541150892567	pLOF	ZDHHC8
2.03305699533703e-06	0.095742806150367	0.252	0.167	0.0398621485075732	pLOF	COX6C
