p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.73621322009033e-31	0.103537829913269	0.784	0.654	5.3648932606311e-27	pLOF	FRMD5
3.65660122628872e-31	0.162412032000638	0.169	0.087	7.1694980243843e-27	pLOF	SIGLEC15
3.97988576960291e-31	0.0634494168172602	0.861	0.832	7.80336202846043e-27	pLOF	FOXO3
4.20257176979819e-31	0.0873128157144085	0.637	0.512	8.2399824690433e-27	pLOF	PLEKHH2
4.20320217162108e-31	0.106599887895149	0.445	0.31	8.24121849789745e-27	pLOF	XXbac-BPG116M5.17
4.69440407027755e-31	0.113609336561849	0.609	0.474	9.20431806059319e-27	pLOF	DHRS12
4.91972146323696e-31	0.123662760967367	0.407	0.273	9.64609787296871e-27	pLOF	CNOT7
5.02859784401516e-31	0.0968185330044682	0.665	0.544	9.85957179276053e-27	pLOF	FHAD1
5.13125996461807e-31	0.08179292116367	0.634	0.523	1.00608614126266e-26	pLOF	INTS9
5.13452894565409e-31	0.133329536880769	0.463	0.322	1.0067270903744e-26	pLOF	TNFSF4
6.04320432360626e-31	0.0970727821818405	0.532	0.4	1.18489107172948e-26	pLOF	TCP1
6.38504100938954e-31	0.126305919031819	0.484	0.339	1.25191499071101e-26	pLOF	CTD-2535L24.2
6.74207613292316e-31	0.0958604993819209	0.465	0.318	1.32191886738224e-26	pLOF	TIMP2
7.00843849040323e-31	0.0843137830859292	0.637	0.517	1.37414453481336e-26	pLOF	KIAA0922
7.2804155813715e-31	0.0726557892276244	0.721	0.624	1.42747108303951e-26	pLOF	DDX46
7.485893304182e-31	0.133211166509688	0.498	0.363	1.46775910015096e-26	pLOF	KIAA1456
7.89293095775976e-31	0.0822161383220366	0.848	0.815	1.54756697288796e-26	pLOF	PLXNA2
7.95546919754395e-31	0.0804258605499334	0.779	0.718	1.55982884556244e-26	pLOF	LIFR
8.13293170371906e-31	0.160848300526848	0.07	0.024	1.5946239191482e-26	pLOF	CXCL10
9.03259205991956e-31	0.0998747818940756	0.752	0.65	1.77102032518843e-26	pLOF	COL4A1
9.50937851073545e-31	0.0948456683484126	0.76	0.666	1.8645038445999e-26	pLOF	FOXO1
9.53615341428846e-31	0.0931327938627277	0.532	0.402	1.86975359993954e-26	pLOF	MSMO1
9.57771838835518e-31	0.170148869482584	0.324	0.189	1.8779032444048e-26	pLOF	FAM3D
1.12239123926647e-30	0.116399608246473	0.387	0.247	2.20067250282977e-26	pLOF	CDC42BPG
1.14091883386978e-30	0.0690671319794319	0.832	0.766	2.23699955756847e-26	pLOF	FOSL2
1.15614730456014e-30	0.11172154377788	0.557	0.43	2.26685802005107e-26	pLOF	EDN1
1.28678812655731e-30	0.0731419648850304	0.713	0.618	2.52300547974092e-26	pLOF	SMIM20
1.68792327195815e-30	0.131597970245176	0.371	0.239	3.30951115932834e-26	pLOF	DKK3
1.73416128682753e-30	0.110337461324656	0.583	0.429	3.40017003508273e-26	pLOF	MYO5C
2.24122335924541e-30	0.106137231403633	0.572	0.44	4.39436664047247e-26	pLOF	ORAOV1
2.49969088489703e-30	0.0866913811566378	0.55	0.453	4.9011439180176e-26	pLOF	HTRA1
2.51272564701834e-30	0.104157042642036	0.653	0.526	4.92670117610885e-26	pLOF	IQCK
2.67698689499762e-30	0.0756934580688544	0.696	0.587	5.24876820502184e-26	pLOF	ABI3BP
2.87659307926824e-30	0.074516209806499	0.631	0.517	5.64013605052124e-26	pLOF	MXD3
2.96069459046454e-30	0.091571017152189	0.615	0.49	5.80503388352383e-26	pLOF	WDFY4
3.06395400992136e-30	0.118113214868373	0.482	0.35	6.0074946272528e-26	pLOF	KCNC4
3.1829856084603e-30	0.0933973978247992	0.636	0.522	6.24087988250811e-26	pLOF	ATPAF2
3.8379906852638e-30	0.174859894266363	0.162	0.076	7.52514833659673e-26	pLOF	ADAMDEC1
3.92588233805356e-30	0.180882260966818	0.115	0.046	7.69747750022162e-26	pLOF	CRNN
3.98088545838789e-30	0.101284425715931	0.514	0.371	7.80532211826113e-26	pLOF	ZBTB8OS
4.17747769599326e-30	0.0925280327414098	0.572	0.443	8.19078051853398e-26	pLOF	CAMK2G
4.2088011513088e-30	0.10340721741258	0.476	0.351	8.25219641737117e-26	pLOF	THG1L
4.62329289691768e-30	0.0858113816277613	0.717	0.624	9.06489038298649e-26	pLOF	FAM149A
4.64694379874645e-30	0.181009790061487	0.099	0.035	9.11126270620217e-26	pLOF	CCR1
4.88171433574274e-30	0.114494402500437	0.371	0.249	9.57157729809079e-26	pLOF	CASP6
4.93677874435484e-30	0.0893187247893207	0.683	0.559	9.67954208405653e-26	pLOF	COL13A1
5.04673596431947e-30	0.082550542665441	0.797	0.703	9.89513520524119e-26	pLOF	SMAD6
5.35838530846205e-30	0.0993522279814534	0.527	0.393	1.05061860743015e-25	pLOF	CEBPD
5.54381121417792e-30	0.0830751039941319	0.735	0.627	1.08697506476386e-25	pLOF	SIAH1
5.88932906406743e-30	0.106779552054763	0.615	0.473	1.1547207495917e-25	pLOF	KANSL3
6.18906900614313e-30	0.105120898826672	0.524	0.38	1.21349076003448e-25	pLOF	ARFRP1
7.11585127622714e-30	0.0769352952913429	0.662	0.549	1.39520495972986e-25	pLOF	ZNF148
7.61061003137803e-30	0.111839093558482	0.406	0.278	1.49221230885229e-25	pLOF	PCNP
7.85933868232756e-30	0.139694134405035	0.315	0.189	1.54098053544396e-25	pLOF	THAP3
7.975376187508e-30	0.0649917723905797	0.76	0.669	1.56373200908469e-25	pLOF	C1S
8.36048599201348e-30	0.0735503562632926	0.711	0.609	1.63924048845408e-25	pLOF	RP11-295K3.1
8.71455224318617e-30	0.0762233279100263	0.815	0.739	1.70866225832151e-25	pLOF	BACH2
8.76492821897352e-30	0.156722735370273	0.281	0.162	1.71853947589414e-25	pLOF	ADAM7
8.79668455587541e-30	0.0816900035790634	0.613	0.479	1.72476594087049e-25	pLOF	ITGB4
9.77312063921876e-30	0.110120704315906	0.446	0.291	1.91621576373162e-25	pLOF	UQCRH
1.00767247065246e-29	0.0672030753020696	0.801	0.732	1.97574341320828e-25	pLOF	FAM53B
1.04555745921198e-29	0.11474147970019	0.433	0.305	2.05002451027693e-25	pLOF	TAP2
1.06467412000277e-29	0.0713045478945137	0.79	0.711	2.08750654708943e-25	pLOF	ACSS1
1.2027317311851e-29	0.167196411111226	0.074	0.024	2.35819610533462e-25	pLOF	TEDDM1
1.26875168303873e-29	0.0995861945927589	0.647	0.52	2.48764142493404e-25	pLOF	ZNF532
1.37927796298362e-29	0.139020107089792	0.383	0.247	2.70435030202198e-25	pLOF	GPRC5B
1.48207178188301e-29	0.147811858750593	0.306	0.18	2.90589814273802e-25	pLOF	C8orf22
1.6166126813128e-29	0.136971701113875	0.291	0.179	3.16969248425001e-25	pLOF	DCST2
1.63541995990565e-29	0.137292386134739	0.058	0.02	3.20656791538701e-25	pLOF	C2CD4B
1.76879457029355e-29	0.0774511208030541	0.624	0.5	3.46807551397455e-25	pLOF	FBXL12
1.82372670072429e-29	0.121361426692663	0.407	0.268	3.57578094211012e-25	pLOF	MEX3D
1.8660501438149e-29	0.087105018235325	0.757	0.659	3.65876451697787e-25	pLOF	QKI
2.0794672724319e-29	0.126762516917717	0.487	0.341	4.07721148105723e-25	pLOF	SPTBN5
2.13553996988706e-29	0.0826042202250994	0.629	0.516	4.18715321895755e-25	pLOF	DRC3
2.41614643697309e-29	0.0963675259637521	0.613	0.493	4.73733831897314e-25	pLOF	RP11-45M22.4
2.5870048875941e-29	0.0564807520104369	0.746	0.655	5.07234048310576e-25	pLOF	RUFY1
2.77774299980061e-29	0.0792191937995508	0.738	0.632	5.44632069970906e-25	pLOF	ATP13A3
3.25490664628978e-29	0.106213273649844	0.623	0.498	6.38189546138037e-25	pLOF	SACS
3.41350747626076e-29	0.0879331694308271	0.606	0.451	6.69286410870446e-25	pLOF	SHMT2
4.00488359867746e-29	0.0644460711079147	0.883	0.824	7.8523752719269e-25	pLOF	INSR
4.24241415286131e-29	0.114280630883254	0.46	0.324	8.31810142951518e-25	pLOF	EMILIN2
4.95172889057937e-29	0.0670981323951677	0.758	0.666	9.70885483575896e-25	pLOF	HNRNPUL2-BSCL2
5.35746786562827e-29	0.0918497931274086	0.526	0.385	1.05043872441374e-24	pLOF	FBXL16
5.57188716912455e-29	0.0922085603966378	0.592	0.467	1.09247991725025e-24	pLOF	WDFY4.1
5.69026167005548e-29	0.119134231032833	0.521	0.39	1.11568960564778e-24	pLOF	PATZ1
6.76558090155013e-29	0.139296756545567	0.455	0.309	1.32652744736693e-24	pLOF	LRP4
7.56237320464756e-29	0.0952821186146794	0.78	0.696	1.48275451423525e-24	pLOF	RNF165
7.74676578005072e-29	0.113222785191719	0.36	0.247	1.51890836649454e-24	pLOF	BHMT
8.92670744777357e-29	0.138452022423721	0.41	0.29	1.75025952928496e-24	pLOF	CDKN2A
9.81523570895212e-29	0.0660555455694647	0.832	0.744	1.92447326545424e-24	pLOF	MTCL1
1.06443040229526e-28	0.0771298436176299	0.667	0.537	2.08702868978033e-24	pLOF	AZIN1
1.11592833730541e-28	0.118568822777288	0.559	0.416	2.18800069095471e-24	pLOF	ZNF267
1.19410163028112e-28	0.0864553340662727	0.692	0.578	2.34127506649218e-24	pLOF	NPC1
1.22806316045847e-28	0.0706927085108625	0.673	0.574	2.40786343871092e-24	pLOF	SRCIN1
1.27505226294906e-28	0.0764304220732746	0.789	0.709	2.49999497196423e-24	pLOF	BCL6
1.41979021373943e-28	0.157685157862906	0.25	0.134	2.7837826720789e-24	pLOF	AKR7A3
1.46272315982497e-28	0.105931919457547	0.555	0.423	2.86796129946881e-24	pLOF	BEST1
1.5142670065208e-28	0.116428614922145	0.575	0.447	2.96902331968533e-24	pLOF	DDX58
1.6816125609409e-28	0.0765814334033211	0.609	0.496	3.29713774823682e-24	pLOF	NOP16
1.72165629526374e-28	0.0846397518240843	0.66	0.551	3.37565149812362e-24	pLOF	TMEM127
1.84213139774745e-28	0.0647458221848036	0.839	0.761	3.61186703156343e-24	pLOF	OARD1
1.98158505565468e-28	0.122185034520854	0.456	0.324	3.88529381862213e-24	pLOF	PNISR
2.30331990359648e-28	0.0869376932727114	0.602	0.49	4.51611933498162e-24	pLOF	PLCH2
2.36444734208505e-28	0.134147710469115	0.376	0.245	4.63597190362616e-24	pLOF	NUDT6
2.36809833659037e-28	0.11820441785698	0.402	0.271	4.64313040855275e-24	pLOF	WFDC2
2.59971872189024e-28	0.0846492995420891	0.809	0.734	5.09726849801019e-24	pLOF	ROR1
3.84714738248643e-28	0.112614563748703	0.473	0.345	7.54310187284115e-24	pLOF	ADAMTS14
3.98695730202901e-28	0.136160744531104	0.318	0.197	7.81722718208827e-24	pLOF	CBR3
4.08282533706018e-28	0.0531945809560057	0.815	0.722	8.0051956383739e-24	pLOF	DENND3
4.19090396747473e-28	0.071092751325844	0.886	0.814	8.2171054090277e-24	pLOF	PLEKHA5
4.66803194412361e-28	0.114202616038782	0.232	0.154	9.15261023284316e-24	pLOF	LGALS9
4.70667936103351e-28	0.172477125527055	0.213	0.107	9.2283862231784e-24	pLOF	CFAP126
4.94435284307985e-28	0.124901558073212	0.344	0.224	9.69439261942667e-24	pLOF	ABHD10
5.09495435689924e-28	0.13805384822809	0.459	0.319	9.98967700757233e-24	pLOF	PFDN2
5.31319766289758e-28	0.0878493352844517	0.584	0.45	1.04175866576433e-23	pLOF	EML2
5.45057857388101e-28	0.161644189458927	0.327	0.195	1.06869494098085e-23	pLOF	SLC9A4
6.30871372743357e-28	0.0989737945821986	0.522	0.375	1.2369495005379e-23	pLOF	SULF1
6.46732006034387e-28	0.0696326091098923	0.877	0.86	1.26804744423162e-23	pLOF	RGL1
6.52695655456354e-28	0.101828225084373	0.54	0.408	1.27974037165327e-23	pLOF	IL15
7.16292081917747e-28	0.0929560440676678	0.572	0.437	1.40443388501613e-23	pLOF	PTRF
7.96472962606628e-28	0.14584702892543	0.35	0.217	1.56164453778282e-23	pLOF	XDH
8.14159227119723e-28	0.0723816506053484	0.732	0.591	1.59632199661364e-23	pLOF	CHD7
8.38263940720087e-28	0.116717634302111	0.517	0.384	1.64358410856987e-23	pLOF	PPP1R3G
8.39895580837129e-28	0.0693779250152551	0.733	0.637	1.64678326534736e-23	pLOF	CLDN4
8.45787348024699e-28	0.121118005871012	0.614	0.503	1.65833525327203e-23	pLOF	ADGRG6
8.61990939615947e-28	0.0979787844684553	0.813	0.712	1.69010563530499e-23	pLOF	TCF12
8.91340145634813e-28	0.138603511377932	0.348	0.214	1.74765062354618e-23	pLOF	AF131216.1
9.29738699294567e-28	0.126716040301799	0.54	0.401	1.82293866770686e-23	pLOF	FAN1
9.96783036861406e-28	0.0880083761717258	0.642	0.528	1.95439250037416e-23	pLOF	BHLHE41
1.16522368308568e-27	0.107363116535548	0.43	0.321	2.2846540754261e-23	pLOF	NUP50
1.3173228748467e-27	0.120937586748958	0.454	0.318	2.58287496071192e-23	pLOF	KIAA1755
1.3891989091565e-27	0.110019190840266	0.501	0.368	2.72380230118314e-23	pLOF	ARHGAP1
1.40226017239413e-27	0.0843364838994622	0.772	0.668	2.74941152001317e-23	pLOF	CC2D2A
1.57459552954724e-27	0.112604195829295	0.564	0.428	3.08730945478328e-23	pLOF	EEF1E1
1.77289490762895e-27	0.0716379405591048	0.555	0.434	3.47611504538809e-23	pLOF	ZXDC
2.0765413247723e-27	0.0983944351048008	0.54	0.423	4.07147457548105e-23	pLOF	HKDC1
2.47120659803374e-27	0.0871035923163505	0.554	0.441	4.84529477676476e-23	pLOF	CCNG1
2.67581847368427e-27	0.102788543288459	0.49	0.349	5.24647728135275e-23	pLOF	NRTN
2.94012556672001e-27	0.123331986452513	0.377	0.252	5.76470419866791e-23	pLOF	PLA2G12A
2.96831051339567e-27	0.129181542636684	0.424	0.285	5.8199664236149e-23	pLOF	ZNF362
3.16297018953736e-27	0.076746053870748	0.707	0.606	6.2016356506259e-23	pLOF	SNAP47
3.97216661032846e-27	0.114056202075816	0.429	0.293	7.788227072871e-23	pLOF	NCDN
4.42747656153969e-27	0.0720993210726986	0.682	0.572	8.68095329421086e-23	pLOF	MVK
4.44152513309053e-27	0.0722794535728043	0.86	0.784	8.70849832845061e-23	pLOF	LGR4
4.59482397560167e-27	0.0943182615710425	0.658	0.545	9.00907136896219e-23	pLOF	ACO1
4.76703397638277e-27	0.059158653054339	0.858	0.803	9.34672351749371e-23	pLOF	STK24
5.4897140274137e-27	0.108268754061213	0.504	0.368	1.076368229355e-22	pLOF	CCNI
5.59963656309228e-27	0.143832240903825	0.103	0.047	1.0979207409255e-22	pLOF	GSX2
5.65189509842189e-27	0.0857349380245946	0.677	0.569	1.10816707194758e-22	pLOF	BCAT2
5.9483663860977e-27	0.0933881214812632	0.636	0.496	1.16629619732218e-22	pLOF	TOX
6.61978309290334e-27	0.0727772334194787	0.701	0.606	1.29794087102556e-22	pLOF	SEC31A
7.09220545801257e-27	0.14796534676485	0.237	0.128	1.39056872415253e-22	pLOF	HACD4
7.20349544501233e-27	0.122597390504303	0.419	0.283	1.41238935190357e-22	pLOF	LSM1
7.39042009319178e-27	0.161248224708852	0.336	0.208	1.44903966767211e-22	pLOF	SLC13A2
7.55307750137521e-27	0.0880990223760343	0.635	0.52	1.48093190569464e-22	pLOF	CBX7
8.3721705660422e-27	0.120358961998744	0.376	0.259	1.64153148288389e-22	pLOF	ADH5
8.73749706660995e-27	0.121788068257253	0.41	0.28	1.71316104985021e-22	pLOF	TADA3
8.76421768167487e-27	0.107568662791267	0.404	0.284	1.71840016084599e-22	pLOF	TNS4
8.91302172065762e-27	0.104097772795764	0.509	0.37	1.74757616876934e-22	pLOF	THBS3
9.52624257661517e-27	0.0795135532075906	0.647	0.543	1.86781038199694e-22	pLOF	FSTL3
9.58021936269469e-27	0.126974112293233	0.325	0.196	1.87839361044355e-22	pLOF	PDLIM3
1.05265065207649e-26	0.104481425303728	0.433	0.303	2.06393213352638e-22	pLOF	LARP7
1.10141089338408e-26	0.0925378107364622	0.557	0.436	2.15953633865816e-22	pLOF	CCDC58
1.16941197725414e-26	0.153786089941382	0.248	0.145	2.2928660638022e-22	pLOF	SERPINA5
1.20843080680149e-26	0.0703911493522829	0.766	0.674	2.36937028289568e-22	pLOF	CRY2
1.20949952273945e-26	0.107248982735794	0.47	0.338	2.37146571423524e-22	pLOF	C4orf3
1.25088810454767e-26	0.0782318121892055	0.61	0.492	2.45261630658661e-22	pLOF	SCOC
1.32532552576594e-26	0.0969997184820137	0.543	0.426	2.59856575836928e-22	pLOF	VDAC2
1.37519491555416e-26	0.102705224164586	0.288	0.188	2.69634467092705e-22	pLOF	HLA-DPA1
1.40544973833856e-26	0.12805905301855	0.14	0.073	2.75566530196042e-22	pLOF	ULBP2
1.43322767529244e-26	0.114986418053883	0.318	0.19	2.81012950294589e-22	pLOF	MPV17L
1.87993612933951e-26	0.128402933139317	0.155	0.076	3.68599076879597e-22	pLOF	ZNF813
1.91640271204649e-26	0.124544762299531	0.196	0.11	3.75749079750956e-22	pLOF	APOBEC3C
1.92917261291108e-26	0.131824874713557	0.43	0.292	3.78252874213475e-22	pLOF	RAB13
2.11283265950799e-26	0.108590496941115	0.431	0.306	4.14263099549732e-22	pLOF	KIAA1191
2.14620058949596e-26	0.0724548221497542	0.63	0.498	4.20805549582473e-22	pLOF	HN1L
2.19657160634693e-26	0.114361969525962	0.543	0.414	4.30681794856442e-22	pLOF	CTTN
2.30347434301334e-26	0.155319464597155	0.09	0.038	4.51642214434625e-22	pLOF	PSG1
2.47687448225548e-26	0.0746940536438763	0.815	0.784	4.85640779735832e-22	pLOF	GRAMD4
2.65233477909783e-26	0.0917603318845929	0.726	0.647	5.20043280137711e-22	pLOF	REPS2
2.72777843653811e-26	0.14170572886274	0.254	0.143	5.34835518052027e-22	pLOF	HAPLN3
2.78137844607205e-26	0.123888091369828	0.358	0.236	5.45344871921347e-22	pLOF	EMC1
2.82379555128894e-26	0.112084334599453	0.541	0.403	5.53661593741223e-22	pLOF	ANTXR2
3.03447906726613e-26	0.123430472854477	0.29	0.182	5.9497031071887e-22	pLOF	PIGT
3.14357913488992e-26	0.0886531873239688	0.598	0.488	6.16361560977867e-22	pLOF	RNF145
3.62684036668256e-26	0.0912979687739202	0.605	0.499	7.11114590695449e-22	pLOF	SLC4A7
3.70064241182811e-26	0.101608017098254	0.657	0.549	7.25584957687137e-22	pLOF	KDM6A
3.81376255868059e-26	0.110249725254175	0.521	0.362	7.47764424880502e-22	pLOF	TRIM55
3.86086942206252e-26	0.0861705685623522	0.58	0.445	7.57000667583799e-22	pLOF	TCF7
3.98722677883988e-26	0.145299321592542	0.157	0.085	7.81775554527135e-22	pLOF	TUBA3D
4.07192760425404e-26	0.118586164801534	0.428	0.292	7.9838284536609e-22	pLOF	ZBTB48
4.18395536282097e-26	0.108329552266899	0.425	0.294	8.20348127988307e-22	pLOF	TRMT10A
4.21355502919685e-26	0.0749977662644805	0.595	0.479	8.26151734574626e-22	pLOF	C5orf45
4.49168863718195e-26	0.180134106654299	0.113	0.045	8.80685391092265e-22	pLOF	KCNF1
4.85689733224318e-26	0.0836393961761471	0.592	0.46	9.5229185993292e-22	pLOF	CLCN6
4.87926968743054e-26	0.0573461164084321	0.706	0.61	9.56678407614506e-22	pLOF	FAM53C
5.31472054894231e-26	0.108148456546598	0.469	0.342	1.04205725803112e-21	pLOF	RNF187
5.35175203769077e-26	0.10442319366445	0.518	0.384	1.04931802203003e-21	pLOF	SERPINB6
5.38732429962358e-26	0.113906707234216	0.478	0.344	1.05629267542719e-21	pLOF	CEBPB
5.46884768189174e-26	0.111404976460296	0.47	0.338	1.07227696498851e-21	pLOF	RP11-195F19.29
5.81357614434443e-26	0.139769571369849	0.462	0.319	1.13986787462161e-21	pLOF	RP11-49K24.6
6.13821810742406e-26	0.0874824702636527	0.695	0.595	1.20352042432264e-21	pLOF	UNC13B
6.72278318285558e-26	0.118226317179575	0.51	0.358	1.31813609866249e-21	pLOF	RGS20
8.37671344848689e-26	0.112959014880649	0.515	0.379	1.64242220584482e-21	pLOF	ZBTB21
8.41934394655016e-26	0.160163371872497	0.149	0.071	1.65078076760009e-21	pLOF	FAM229A
8.58039516379883e-26	0.109161924820428	0.457	0.321	1.68235807976604e-21	pLOF	LAMC2
8.64058851138884e-26	0.133964390761084	0.198	0.11	1.69416018942801e-21	pLOF	ZG16B
9.67423624034655e-26	0.0903642127200227	0.675	0.566	1.89682749964475e-21	pLOF	TTC23
9.94371697820843e-26	0.145859614537229	0.143	0.077	1.94966458791733e-21	pLOF	A3GALT2
1.01586556286119e-25	0.0995963713865387	0.592	0.469	1.99180760910193e-21	pLOF	ACKR2
1.04430419295081e-25	0.0612800913082653	0.868	0.804	2.04756723111865e-21	pLOF	ZHX2
1.2575353352151e-25	0.0893560955497583	0.582	0.458	2.46564953175624e-21	pLOF	SNTA1
1.34914056244526e-25	0.101513073867181	0.48	0.351	2.64525990078643e-21	pLOF	TDRP
1.40265281118135e-25	0.0952659502864074	0.663	0.54	2.75018136688327e-21	pLOF	BIVM-ERCC5
1.4318879766973e-25	0.0898745848138055	0.521	0.392	2.80750275591039e-21	pLOF	C4orf46
1.43980330723202e-25	0.130413496040223	0.565	0.421	2.82302234448981e-21	pLOF	RBM26
1.45456271533523e-25	0.0843841814328175	0.716	0.632	2.85196111595779e-21	pLOF	SGPP2
1.54836799817148e-25	0.104690460936831	0.45	0.321	3.03588513401482e-21	pLOF	BBS12
1.59210828404268e-25	0.130312778341464	0.378	0.242	3.12164671252248e-21	pLOF	SOCS2
1.66555661070476e-25	0.1476109825563	0.126	0.059	3.26565684660883e-21	pLOF	CXCL8
1.66980830641571e-25	0.100613869485363	0.545	0.419	3.27399314638928e-21	pLOF	LONRF1
1.87269457299015e-25	0.137143852450904	0.407	0.27	3.67179224926179e-21	pLOF	MRPS18A
1.99155639146928e-25	0.0616397348331078	0.69	0.582	3.90484461675382e-21	pLOF	AHNAK2
2.02059086477905e-25	0.0919442201585011	0.545	0.421	3.96177250857227e-21	pLOF	SGSM2
2.07649245331173e-25	0.126991111938537	0.249	0.149	4.07137875320831e-21	pLOF	SPATA12
2.17359138204921e-25	0.100045450245345	0.489	0.357	4.26176062278389e-21	pLOF	MAP3K6
2.47206223938544e-25	0.0521321566397297	0.706	0.616	4.84697243276304e-21	pLOF	CREBRF
2.51749628322973e-25	0.0830383416689576	0.566	0.469	4.93605496252853e-21	pLOF	ENOSF1
2.73774534058193e-25	0.130326148088433	0.373	0.241	5.36789728927899e-21	pLOF	CSDC2
2.95425031582281e-25	0.128442520632937	0.316	0.187	5.79239859423378e-21	pLOF	ANKRD35
2.98795461149442e-25	0.122506664478547	0.529	0.388	5.8584826067571e-21	pLOF	RP11-65B7.2
3.12389783965627e-25	0.0837303787839896	0.558	0.443	6.12502649421404e-21	pLOF	IGSF8
3.21387035501341e-25	0.0985190861080182	0.482	0.354	6.3014356050748e-21	pLOF	SFPQ
3.21439118191178e-25	0.0605062523206098	0.719	0.658	6.30245679037443e-21	pLOF	ATF3
3.34015350433128e-25	0.11287805663911	0.401	0.274	6.54903897594234e-21	pLOF	HMGN2
3.47438162297015e-25	0.128573883199334	0.37	0.236	6.81222004815758e-21	pLOF	RP11-244H3.4
3.53308030711643e-25	0.0970146725909004	0.512	0.383	6.92731055816318e-21	pLOF	C8orf86
3.57525992682107e-25	0.107177625390694	0.424	0.301	7.01001213851808e-21	pLOF	ID1
3.74830854486193e-25	0.136835317986612	0.226	0.124	7.34930856391079e-21	pLOF	CXCL3
3.88621765932994e-25	0.0934108941723306	0.426	0.325	7.61970696464821e-21	pLOF	FLT4
4.25330858777711e-25	0.140030938798271	0.147	0.073	8.33946214805458e-21	pLOF	TNFRSF18
4.35604290931563e-25	0.0965552946242091	0.5	0.37	8.54089333229515e-21	pLOF	PLA2G4C
4.44557989057849e-25	0.0715357746002908	0.651	0.551	8.71644849145725e-21	pLOF	PPP2CA
4.51978806551393e-25	0.171889225596006	0.243	0.137	8.86194846005316e-21	pLOF	CYP4F12
4.62271185652735e-25	0.0677152635773129	0.802	0.758	9.06375113709318e-21	pLOF	HDGF
4.83555799911824e-25	0.101548366557662	0.557	0.429	9.48107856887113e-21	pLOF	TXLNG
5.12344003123093e-25	0.133196751824408	0.298	0.182	1.00455288692345e-20	pLOF	MYL4
5.16664275375134e-25	0.123123151761562	0.305	0.185	1.01302364472803e-20	pLOF	CXCL2
5.22324977681608e-25	0.111386398635228	0.45	0.334	1.02412258374033e-20	pLOF	CHIC2
5.4472780499405e-25	0.119059164943606	0.303	0.195	1.06804780725183e-20	pLOF	MN1
5.7252995648097e-25	0.106521724485095	0.565	0.441	1.12255948567224e-20	pLOF	ANKRD29
6.49976582289462e-25	0.103104216528345	0.525	0.387	1.27440908489495e-20	pLOF	C10orf54
6.532104213027e-25	0.0899679770656006	0.64	0.534	1.2807496730482e-20	pLOF	HIP1R
6.71605546808236e-25	0.0975130572199796	0.37	0.268	1.31681699562691e-20	pLOF	SAMD11
7.00260758837905e-25	0.118568936067775	0.233	0.152	1.37300126985348e-20	pLOF	HOXD11
7.33794880379819e-25	0.0695822186180415	0.572	0.459	1.43875162196071e-20	pLOF	AFAP1L1
7.55043774966045e-25	0.0607763819307694	0.768	0.688	1.48041432957592e-20	pLOF	RMI2
7.57284307349937e-25	0.0675407989037973	0.652	0.572	1.48480734142102e-20	pLOF	CDHR2
7.71624859331463e-25	0.0671913811588426	0.828	0.772	1.5129248616912e-20	pLOF	TBL1X
7.87146161337637e-25	0.0861326036747957	0.576	0.45	1.5433574785347e-20	pLOF	HNRNPDL
8.0376891659845e-25	0.0761076688302871	0.659	0.546	1.57594971477458e-20	pLOF	MTHFD2L
8.07767211909435e-25	0.105328058618643	0.251	0.158	1.58378917239083e-20	pLOF	HLA-DPB1
8.24698770068112e-25	0.114389259288848	0.221	0.127	1.61698687847255e-20	pLOF	HPCAL4
8.41135252456471e-25	0.135570120732505	0.24	0.137	1.6492138894914e-20	pLOF	HCST
9.10884160975191e-25	0.137217353737717	0.247	0.14	1.78597057442406e-20	pLOF	AC092718.1
9.36089161315898e-25	0.0981704805870926	0.505	0.383	1.83539001859208e-20	pLOF	TRAFD1
9.62573730721912e-25	0.0667467402229863	0.76	0.702	1.88731831382645e-20	pLOF	TSC22D3
1.06910188190488e-24	0.0823415412912595	0.561	0.441	2.09618805985091e-20	pLOF	DOCK6
1.08845000007634e-24	0.0709646733979112	0.687	0.587	2.13412391514968e-20	pLOF	ALDH3B1
1.09187756804946e-24	0.113894820631102	0.446	0.307	2.14084434767458e-20	pLOF	BAG4
1.093861887552e-24	0.065981635655818	0.722	0.631	2.14473500292321e-20	pLOF	RAB11FIP4
1.13322123219257e-24	0.0971850975780406	0.436	0.308	2.22190686995998e-20	pLOF	DFFB
1.16920272392684e-24	0.0849977727031768	0.617	0.503	2.29245578080336e-20	pLOF	IPCEF1
1.17423363332281e-24	0.156439224084528	0.128	0.065	2.30231988485604e-20	pLOF	OR5H15
1.23642785505052e-24	0.0871354792811698	0.737	0.616	2.42426409539756e-20	pLOF	TIAM2
1.33535793902437e-24	0.125333229656223	0.387	0.252	2.61823631104508e-20	pLOF	RIBC1
1.34439860419647e-24	0.120190453830295	0.132	0.078	2.63596234324801e-20	pLOF	ANGPTL8
1.37958679367057e-24	0.0899041864361281	0.465	0.335	2.70495582634989e-20	pLOF	PITPNM3
1.55277215356485e-24	0.116962881869841	0.321	0.223	3.04452036149459e-20	pLOF	CHMP2B
1.56856521144991e-24	0.0960693104948664	0.519	0.385	3.07548581008984e-20	pLOF	C1QTNF1
1.59550254306226e-24	0.0867849645862157	0.671	0.558	3.12830183618218e-20	pLOF	KIF1B
